Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
3,"AF Ebrahim, O Mohammed","Household Load Forecasting Based on a Pre-Processing Non-Intrusive Load Monitoring Techniques",2018,"2018 IEEE Green Technologies …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8373611/","https://scholar.google.com/scholar?cites=18166117625272260455&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-01-11 14:06:34","","","","",,,,,3,1.50,2,2,2
7,"N Batra, R Baijal, A Singh, K Whitehouse","How good is good enough? re-evaluating the bar for energy disaggregation",2015,"arXiv preprint arXiv:1510.08713","arxiv.org","https://arxiv.org/abs/1510.08713","https://scholar.google.com/scholar?cites=4778576210682948806&as_sdt=2005&sciodt=0,5&hl=en",180,"2020-01-11 14:06:34","","","","",,,,,7,1.40,2,4,5
1,"MA Ayub, NU Hassan, C Yuen","Hybrid iterative algorithm for non-intrusive load disaggregation",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8423025/","https://scholar.google.com/scholar?cites=3978466640175504145&as_sdt=2005&sciodt=0,5&hl=en",339,"2020-01-11 14:06:34","","","","",,,,,1,0.50,0,3,2
0,"AN Wermundsen","Identification and Classification of Electrical Loads in a Norwegian Household Using Energy Disaggregation Methods of Non-Intrusive Load Monitoring.",2019,"","ntnuopen.ntnu.no","https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2601251","",191,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,1
0,"ED Sherwin","Identifying air conditioners using monthly household electricity consumption",,"ml.cmu.edu","","https://www.ml.cmu.edu/research/dap-papers/S17/dap-sherwin-evan.pdf","",255,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,
0,"JMS Loureda","Identifying an event associated with consumption of a utility",2016,"US Patent 9,483,737","Google Patents","https://patents.google.com/patent/US9483737B2/en","",379,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,4
10,"MW Fishburn, MS Phillips","Identifying and categorizing power consumption with disaggregation",2019,"US Patent 10,175,276","Google Patents","https://patents.google.com/patent/US10175276B2/en","https://scholar.google.com/scholar?cites=3985708517224132396&as_sdt=2005&sciodt=0,5&hl=en",366,"2020-01-11 14:06:34","","","","",,,,,10,10.00,5,2,1
6,"JW Petri, CM Micali, MS Phillips","Identifying device state changes using power data and network data",2017,"US Patent 9,699,529","Google Patents","https://patents.google.com/patent/US9699529B1/en","https://scholar.google.com/scholar?cites=3412763880478249857&as_sdt=2005&sciodt=0,5&hl=en",245,"2020-01-11 14:06:34","","","","",,,,,6,2.00,2,3,3
3,"JW Petri, CM Micali, MS Phillips","Identifying devices using power data and network data",2018,"US Patent 9,942,630","Google Patents","https://patents.google.com/patent/US9942630B1/en","https://scholar.google.com/scholar?cites=7156410256221190894&as_sdt=2005&sciodt=0,5&hl=en",383,"2020-01-11 14:06:34","","","","",,,,,3,1.50,1,3,2
29,"N Batra, A Singh, K Whitehouse","If you measure it, can you improve it? exploring the value of energy disaggregation",2015,"Proceedings of the 2nd ACM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2821660","https://scholar.google.com/scholar?cites=9654778523459698614&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-01-11 14:06:34","","","","",,,,,29,5.80,10,3,5
0,"L Kyrkou, C Nalmpantis, D Vrakas","Imaging Time-Series for NILM",2019,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-20257-6_16","",122,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,1
0,"N Körber","Improving Camera-based Document Analysis with Deep Learning",,"researchgate.net","","https://www.researchgate.net/profile/Nikolai_Koerber/publication/337907985_Improving_Camera-based_Document_Analysis_with_Deep_Learning/links/5dfa2d8792851c8364857316/Improving-Camera-based-Document-Analysis-with-Deep-Learning.pdf","",211,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,
2,"N Roux, B Vrigneau, O Sentieys","Improving NILM by Combining Sensor Data and Linear Programming",2019,"2019 IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8706021/","https://scholar.google.com/scholar?cites=15702157953075743017&as_sdt=2005&sciodt=0,5&hl=en",317,"2020-01-11 14:06:34","","","","",,,,,2,2.00,1,3,1
12,"B Zhao, K He, L Stankovic, V Stankovic","Improving event-based non-intrusive load monitoring using graph signal processing",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8468976/","https://scholar.google.com/scholar?cites=11390134408622484062&as_sdt=2005&sciodt=0,5&hl=en",152,"2020-01-11 14:06:34","","","","",,,,,12,6.00,3,4,2
7,"R Bonfigli, M Severini, S Squartini, ...","Improving the performance of the AFAMAP algorithm for non-intrusive load monitoring",2016,"2016 IEEE Congress …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7743809/","https://scholar.google.com/scholar?cites=2054093629633076168&as_sdt=2005&sciodt=0,5&hl=en",170,"2020-01-11 14:06:34","","","","",,,,,7,1.75,2,4,4
0,"S Hattori, T Miura, R Ichikawa, D Sawai","In-Home Behavioral Observation Method Employing Internet of Things Sensors for Barrier Investigation of Energy Saving Activities",2019,"… Digital Publishing Institute …","mdpi.com","https://www.mdpi.com/2504-3900/31/1/31","",246,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
26,"S Welikala, C Dinesh, MPB Ekanayake, ...","Incorporating appliance usage patterns for non-intrusive load monitoring and load forecasting",2017,"… on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8039522/","https://scholar.google.com/scholar?cites=13026705147441465271&as_sdt=2005&sciodt=0,5&hl=en",221,"2020-01-11 14:06:34","","","","",,,,,26,8.67,7,4,3
0,"SJ Leigh","Inferring Appliance-level Energy Consumption from Whole-House Electricity Meter Readings Using Edge Detection and Appliance Models",2014,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/acde/5704450f89445e25c6e722d71678c66258a1.pdf","",195,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,6
1,"RP Singh, C Shen, A Phanishayee, A Kansal, ...","It's Time to End Monolithic Apps for Connected Devices",2015,"Operating Systems and …","usenix.org","https://www.usenix.org/system/files/login/articles/login_oct15_06_singh.pdf","https://scholar.google.com/scholar?cites=2907541164310987025&as_sdt=2005&sciodt=0,5&hl=en",205,"2020-01-11 14:06:34","PDF","","","",,,,,1,0.20,0,5,5
12,"N Pathak, N Roy, A Biswas","Iterative signal separation assisted energy disaggregation",2015,"2015 Sixth International Green and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7393701/","https://scholar.google.com/scholar?cites=4203950051389359909&as_sdt=2005&sciodt=0,5&hl=en",220,"2020-01-11 14:06:34","","","","",,,,,12,2.40,4,3,5
0,"V Breschi, D Piga, A Bemporad","Jump model learning and filtering for energy end-use disaggregation",2018,"IFAC-PapersOnLine","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405896318318081","",210,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,2
27,"M Zhong, N Goddard, C Sutton","Latent Bayesian melding for integrating individual and population models",2015,"Advances in neural information …","papers.nips.cc","http://papers.nips.cc/paper/5756-latent-bayesian-melding-for-integrating-individual-and-population-models","https://scholar.google.com/scholar?cites=4014759895059638148&as_sdt=2005&sciodt=0,5&hl=en",202,"2020-01-11 14:06:34","","","","",,,,,27,5.40,9,3,5
0,"HÂ Cao","Leveraging Data Analytics Towards Activity-based Energy Efficiency in Households",2017,"","research-collection.ethz.ch","https://www.research-collection.ethz.ch/handle/20.500.11850/236","",354,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,3
0,"M Mobasher-Kashani, J Li, S Luo","Light-Weight Recurrent Deep Learning Algorithm for Non-Intrusive Load Monitoring",2019,"2019 IEEE 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8846263/","",123,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,1
2,"F Englert, P Lieser, M Rettberg-Paplow","LightMon: Apportioning the Effect of Light Switching Events on the Electricity Consumption of Buildings.",2016,"EWSN","kom.e-technik.tu-darmstadt.de","https://scholar.google.comftp://ftp.kom.e-technik.tu-darmstadt.de/papers/ELR+16-1.pdf","https://scholar.google.com/scholar?cites=4419963126865276553&as_sdt=2005&sciodt=0,5&hl=en",228,"2020-01-11 14:06:34","PDF","","","",,,,,2,0.50,1,3,4
0,"PB de Mello Martins, RGD Pinto, PB e Silva","Load Disaggregation of Industrial Machinery Power Consumption Monitoring Using Factorial Hidden Markov Models",,"nilmworkshop.org","","http://nilmworkshop.org/2018/proceedings/Poster_ID09.pdf","",56,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,3,
0,"A Lucas, L Jansen, N Andreadou, E Kotsakis, ...","Load Flexibility Forecast for DR Using Non-Intrusive Load Monitoring in the Residential Sector",2019,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/12/14/2725","",54,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,5,1
0,"T Rastogi","Load Identification from Aggregated Data using Generative Modeling",2019,"","diva-portal.org","http://www.diva-portal.org/smash/record.jsf?pid=diva2:1304677","",361,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,1
55,"ASN Uttama Nambi, A Reyes Lua, ...","Loced: Location-aware energy disaggregation framework",2015,"Proceedings of the 2nd …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2821659","https://scholar.google.com/scholar?cites=8663600151256208486&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-01-11 14:06:34","","","","",,,,,55,11.00,18,3,5
0,"AU Rehman, TT Lie, B Vallès, ...","Low Complexity Non-Intrusive Load Disaggregation of Air Conditioning Unit and Electric Vehicle Charging",2019,"2019 IEEE Innovative …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8881113/","",201,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
0,"A Shyr, V Garud, A Gupta, MS Aggarwal, ...","Low Frequency Energy Disaggregation Techniques",2018,"US Patent App. 15 …","Google Patents","https://patents.google.com/patent/US20180176033A1/en","",324,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,5,2
0,"R Bonfigli, S Squartini","Machine Learning Approaches to Non-Intrusive Load Monitoring",,"Springer","","https://link.springer.com/content/pdf/10.1007/978-3-030-30782-0.pdf","",66,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,
4,"M Manivannan, B Najafi, F Rinaldi","Machine Learning-Based Short-Term Prediction of Air-Conditioning Load through Smart Meter Analytics",2017,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/10/11/1905","https://scholar.google.com/scholar?cites=7984720973781704499&as_sdt=2005&sciodt=0,5&hl=en",95,"2020-01-11 14:06:34","","","","",,,,,4,1.33,1,3,3
21,"C Nalmpantis, D Vrakas","Machine learning approaches for non-intrusive load monitoring: from qualitative to quantitative comparation",2019,"Artificial Intelligence Review","Springer","https://link.springer.com/article/10.1007/s10462-018-9613-7","https://scholar.google.com/scholar?cites=4954424226090733025&as_sdt=2005&sciodt=0,5&hl=en",94,"2020-01-11 14:06:34","","","","",,,,,21,21.00,11,2,1
0,"L De Baets","Machine learning for non-intrusive load monitoring",2018,"","biblio.ugent.be","https://biblio.ugent.be/publication/8561034/file/8561035","",351,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,2
0,"D Behrens, C Gerwig, T Schoormann, ...","Managing the Procurement Process in Service Portals–An Automated Matching Approach with Demand-Side Management Methods",2018,"Enterprise Modelling and …","dl.gi.de","https://dl.gi.de/handle/20.500.12116/20106","",313,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,2
13,"N Batra, H Wang, A Singh, K Whitehouse","Matrix factorisation for scalable energy breakdown",2017,"Thirty-First AAAI Conference on …","aaai.org","https://www.aaai.org/ocs/index.php/AAAI/AAAI17/paper/viewPaper/14885","https://scholar.google.com/scholar?cites=17916537468401214794&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-01-11 14:06:34","","","","",,,,,13,4.33,3,4,3
1,"M Kahl, V Krause, R Hackenberg, AU Haq, ...","Measurement system and dataset for in-depth analysis of appliance energy consumption in industrial environment",2019,"tm-Technisches …","degruyter.com","https://www.degruyter.com/view/j/teme.2019.86.issue-1/teme-2018-0038/teme-2018-0038.xml","https://scholar.google.com/scholar?cites=16016327576462979427&as_sdt=2005&sciodt=0,5&hl=en",266,"2020-01-11 14:06:34","","","","",,,,,1,1.00,0,5,1
8,"T Kriechbaumer, A Ul Haq, M Kahl, ...","Medal: A cost-effective high-frequency energy data acquisition system for electrical appliances",2017,"Proceedings of the Eighth …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3077844","https://scholar.google.com/scholar?cites=6581458721355493391&as_sdt=2005&sciodt=0,5&hl=en",77,"2020-01-11 14:06:34","","","","",,,,,8,2.67,2,4,3
40,"J Kelly, W Knottenbelt","Metadata for energy disaggregation",2014,"2014 IEEE 38th International Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6903193/","https://scholar.google.com/scholar?cites=13903992432499228335&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-01-11 14:06:34","","","","",,,,,40,6.67,20,2,6
0,"RW Brown, AM Haslett","Method and System of Monitoring Appliance Usage",2018,"US Patent App. 15/552,087","Google Patents","https://patents.google.com/patent/US20180034657A1/en","",373,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,2
0,"G Rebec, Y Lacroix","Method and device for filtering electrical consumption curves and allocating consumption to classes of appliances",2017,"US Patent 9,558,404","Google Patents","https://patents.google.com/patent/US9558404B2/en","",345,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,3
0,"YG Goutam, S Kadhe, MG Chandra, ...","Method and system for optimizing a composite load disaggregation",2016,"US Patent …","Google Patents","https://patents.google.com/patent/US9310865B2/en","",334,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,4
0,"CC Chuang, RI Chang, HR Lai","Method and system for recognizing power consumption behaviors of electric appliances in a loop",2013,"US Patent 8,346,713","Google Patents","https://patents.google.com/patent/US8346713B2/en","",321,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,7
3,"LL Manoosingh, RM LaFrance","Method and system to detect actuation of a switch using vibrations or vibration signatures",2014,"US Patent 8,924,168","Google Patents","https://patents.google.com/patent/US8924168B2/en","https://scholar.google.com/scholar?cites=4861331656527774894&as_sdt=2005&sciodt=0,5&hl=en",300,"2020-01-11 14:06:34","","","","",,,,,3,0.50,2,2,6
0,"CW Tsai, CW Yang, H Yung-Chieh","Method for analyzing client events of electric power consumer",2018,"US Patent App. 15/370,356","Google Patents","https://patents.google.com/patent/US20180157310A1/en","",227,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,2
0,"HY Chen, CL Lai, LC Kuo","Method for identifying electric appliance and apparatus and system thereof",2017,"US Patent 9,733,286","Google Patents","https://patents.google.com/patent/US9733286B2/en","",367,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,3
1,"WH Chang, YC Chen, SL Tsao","Method for obtaining plug combination of detecting apparatus and method for obtaining power line topology and electronic apparatus using the same",2017,"US Patent 9,778,296","Google Patents","https://patents.google.com/patent/US9778296B2/en","https://scholar.google.com/scholar?cites=9603473307737072956&as_sdt=2005&sciodt=0,5&hl=en",331,"2020-01-11 14:06:34","","","","",,,,,1,0.33,0,3,3
3,"N Ramakrishnan, D Benitez","Method for unsupervised non-intrusive load monitoring",2016,"US Patent 9,470,551","Google Patents","https://patents.google.com/patent/US9470551B2/en","https://scholar.google.com/scholar?cites=207683914782040411&as_sdt=2005&sciodt=0,5&hl=en",290,"2020-01-11 14:06:34","","","","",,,,,3,0.75,2,2,4
39,"NA Rosewell, HJ Steiner, MEM Storkey, ...","Method of inference of appliance usage. data processing apparatus and/or computer software",2011,"US Patent App. 12 …","Google Patents","https://patents.google.com/patent/US20110004421A1/en","https://scholar.google.com/scholar?cites=15350836725110776034&as_sdt=2005&sciodt=0,5&hl=en",284,"2020-01-11 14:06:34","","","","",,,,,39,4.33,10,4,9
1,"T Kriechbaumer","Methodologies for Distributed Acquisition and Collection of Electrical Energy Data",2019,"","mediatum.ub.tum.de","https://mediatum.ub.tum.de/1445363","https://scholar.google.com/scholar?cites=203737348539396038&as_sdt=2005&sciodt=0,5&hl=en",262,"2020-01-11 14:06:34","","","","",,,,,1,1.00,1,1,1
5,"RS Colby","Methods and apparatuses for computation and display of equipment operational data",2011,"US Patent App. 12/644,771","Google Patents","https://patents.google.com/patent/US20110148883A1/en","https://scholar.google.com/scholar?cites=17990243533301191180&as_sdt=2005&sciodt=0,5&hl=en",279,"2020-01-11 14:06:34","","","","",,,,,5,0.56,5,1,9
17,"MEB Gonzalez, EJ Goldman, L Soibelman, ...","Methods and apparatuses for monitoring energy consumption and related operations",2015,"US Patent …","Google Patents","https://patents.google.com/patent/US9104189B2/en","https://scholar.google.com/scholar?cites=17582663922085166384&as_sdt=2005&sciodt=0,5&hl=en",377,"2020-01-11 14:06:34","","","","",,,,,17,3.40,4,4,5
0,"M Zeifman","Methods and system for nonintrusive load monitoring",2017,"US Patent 9,817,045","Google Patents","https://patents.google.com/patent/US9817045B2/en","",323,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,3
0,"P Arjunan, A Singh, P Singh","Middleware systems and analytics for energy management in buildings",2018,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/0adf/77130b7706c890fa7b14731de56653934dc6.pdf","",364,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,3,2
4,"P Morreale, JJ Li, J McAllister, S Mishra, ...","Mobile Persuasive Design for HEMS Adaptation",2015,"Procedia Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050915009254","https://scholar.google.com/scholar?cites=16892521609467105700&as_sdt=2005&sciodt=0,5&hl=en",272,"2020-01-11 14:06:34","","","","",,,,,4,0.80,1,5,5
4,"K Förderer, M Ahrens, K Bao, I Mauser, H Schmeck","Modeling flexibility using artificial neural networks",2018,"Energy Informatics","Springer","https://link.springer.com/article/10.1186/s42162-018-0024-4","https://scholar.google.com/scholar?cites=16825432665051376116&as_sdt=2005&sciodt=0,5&hl=en",280,"2020-01-11 14:06:34","HTML","","","",,,,,4,2.00,1,5,2
0,"A COMINOLA","Modelling residential water consumers' behavior. From smart metered data to demand management",2017,"","politesi.polimi.it","https://www.politesi.polimi.it/handle/10589/130801","",203,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,3
6,"S De Stercke, A Mijic, W Buytaert, V Chaturvedi","Modelling the dynamic interactions between London's water and energy systems from an end-use perspective",2018,"Applied energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261918312650","https://scholar.google.com/scholar?cites=10632470063158187774&as_sdt=2005&sciodt=0,5&hl=en",283,"2020-01-11 14:06:34","HTML","","","",,,,,6,3.00,2,4,2
0,"R Negishi, S Haruta, C Inamura, ...","Monetary Fair Battery-based Load Hiding Scheme for Multiple Households in Automatic Meter Reading System",2016,"Journal of …","yadda.icm.edu.pl","https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-1966cc26-3491-4f6d-96c2-f3e3a2f90c23","",206,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,4
0,"C Inamura, K Toyoda, I Sasase","Monetary Fair Battery-based Load Hiding Scheme for Two Households with One Battery in Automatic Meter Reading System",,"","","","",76,"2020-01-11 14:06:34","CITATION","","","",,,,,0,0.00,0,3,
7,"G Fierro, M Pritoni, M AbdelBaky, P Raftery, ...","Mortar: an open testbed for portable building analytics",2018,"Proceedings of the 5th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3276796","https://scholar.google.com/scholar?cites=6321630053022163093&as_sdt=2005&sciodt=0,5&hl=en",163,"2020-01-11 14:06:34","","","","",,,,,7,3.50,1,5,2
1,"S Verma, S Singh, A Majumdar","Multi Label Restricted Boltzmann Machine for Non-intrusive Load Monitoring",2019,"ICASSP 2019-2019 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8682860/","https://scholar.google.com/scholar?cites=16570154567550756025&as_sdt=2005&sciodt=0,5&hl=en",82,"2020-01-11 14:06:34","","","","",,,,,1,1.00,0,3,1
0,"S Desai, R Alhadad, A Mahmood, N Chilamkurti, S Rho","Multi-State Energy Classifier to Evaluate the Performance of the NILM Algorithm",2019,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/19/23/5236","",267,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,5,1
1,"M Kaselimi, E Protopapadakis, A Voulodimos, ...","Multi-channel recurrent convolutional neural networks for energy disaggregation",2019,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8740964/","https://scholar.google.com/scholar?cites=16874449229185754505&as_sdt=2005&sciodt=0,5&hl=en",105,"2020-01-11 14:06:34","","","","",,,,,1,1.00,0,4,1
29,"C Liu, A Akintayo, Z Jiang, GP Henze, S Sarkar","Multivariate exploration of non-intrusive load monitoring via spatiotemporal pattern network",2018,"Applied energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261917317397","https://scholar.google.com/scholar?cites=484849357962225942&as_sdt=2005&sciodt=0,5&hl=en",143,"2020-01-11 14:06:34","","","","",,,,,29,14.50,6,5,2
1,"KS Choi, BW Yang","NILM Method Using FHMM Reflecting Correlation between Two Appliances",2016,"International Information Institute …","search.proquest.com","http://search.proquest.com/openview/d36b688c83dc9fbbac67843b297f1d25/1?pq-origsite=gscholar&cbl=936334","https://scholar.google.com/scholar?cites=11630101580562532354&as_sdt=2005&sciodt=0,5&hl=en",57,"2020-01-11 14:06:34","","","","",,,,,1,0.25,1,2,4
9,"E Holmegaard, MB Kjaergaard","NILM in an industrial setting: A load characterization and algorithm evaluation",2016,"2016 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7501709/","https://scholar.google.com/scholar?cites=11253851215071243617&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-01-11 14:06:34","","","","",,,,,9,2.25,5,2,4
290,"N Batra, J Kelly, O Parson, H Dutta, ...","NILMTK: an open source toolkit for non-intrusive load monitoring",2014,"Proceedings of the 5th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2602051","https://scholar.google.com/scholar?cites=5441685013735214345&as_sdt=2005&sciodt=0,5&hl=en",1,"2020-01-11 14:06:34","","","","",,,,,290,48.33,58,5,6
0,"D Precioso, E Alba, PJ Zufiria, D Gómez-Ullate","NON-INTRUSIVE LOAD MONITORING",,"researchgate.net","","https://www.researchgate.net/profile/Daniel_Precioso_Garcelan/publication/337030936_Non-Intrusive_Load_Monitoring_Poster/links/5dc1a9f492851c8180300528/Non-Intrusive-Load-Monitoring-Poster.pdf","",75,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,4,
4,"F Rossier, P Lang, J Hennebert","Near real-time appliance recognition using low frequency monitoring and active learning methods",2017,"Energy Procedia","Elsevier","https://www.sciencedirect.com/science/article/pii/S1876610217329752","https://scholar.google.com/scholar?cites=3721172642300720835&as_sdt=2005&sciodt=0,5&hl=en",120,"2020-01-11 14:06:34","","","","",,,,,4,1.33,1,3,3
13,"N Batra, A Singh, K Whitehouse","Neighbourhood NILM: A big-data approach to household energy disaggregation",2015,"arXiv preprint arXiv:1511.02900","arxiv.org","https://arxiv.org/abs/1511.02900","https://scholar.google.com/scholar?cites=9566830785218116716&as_sdt=2005&sciodt=0,5&hl=en",161,"2020-01-11 14:06:34","","","","",,,,,13,2.60,4,3,5
256,"J Kelly, W Knottenbelt","Neural nilm: Deep neural networks applied to energy disaggregation",2015,"Proceedings of the 2nd ACM International …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2821672","https://scholar.google.com/scholar?cites=16532294715652132792&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-01-11 14:06:34","","","","",,,,,256,51.20,128,2,5
29,"J Kelly, N Batra, O Parson, H Dutta, ...","Nilmtk v0. 2: a non-intrusive load monitoring toolkit for large scale data sets: demo abstract",2014,"Proceedings of the 1st …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2675024","https://scholar.google.com/scholar?cites=10945807506252285516&as_sdt=2005&sciodt=0,5&hl=en",3,"2020-01-11 14:06:34","","","","",,,,,29,4.83,6,5,6
2,"M Kahl, C Goebel, AU Haq, T Kriechbaumer, ...","NoFaRe: A non-intrusive facility resource monitoring system",2015,"DA-CH Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-25876-8_6","https://scholar.google.com/scholar?cites=1165686802492188202&as_sdt=2005&sciodt=0,5&hl=en",166,"2020-01-11 14:06:34","","","","",,,,,2,0.40,0,5,5
0,"F Farokhi","Noiseless Privacy",2019,"arXiv preprint arXiv:1910.13027","arxiv.org","https://arxiv.org/abs/1910.13027","",232,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,1
2,"N Batra","Non intrusive load monitoring: Systems, metrics and use cases",2015,"Proceedings of the 13th ACM Conference on …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2822523","https://scholar.google.com/scholar?cites=11209301903212643261&as_sdt=2005&sciodt=0,5&hl=en",9,"2020-01-11 14:06:34","","","","",,,,,2,0.40,2,1,5
0,"J Cho, Z Hu, M Sartipi","Non-Intrusive A/C Load Disaggregation Using Deep Learning",2018,"2018 IEEE/PES Transmission and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8440358/","",237,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,2
0,"Z Fang, D Zhao, C Chen, Y Li, Y Tian","Non-Intrusive Appliance Identification with Appliance-Specific Networks",,"2019 IEEE Industry …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8912379/","",190,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,5,
4,"P Klein","Non-Intrusive Information Sources for Activity Analysis in Ambient Assisted Living Scenarios",2015,"","theses.fr","https://www.theses.fr/2015MULH8932","https://scholar.google.com/scholar?cites=2293705192830835852&as_sdt=2005&sciodt=0,5&hl=en",86,"2020-01-11 14:06:34","","","","",,,,,4,0.80,4,1,5
0,"M Sun, FM Nakoty, Q Liu, X Liu, ...","Non-Intrusive Load Monitoring System Framework and Load Disaggregation Algorithms: A Survey",2019,"2019 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8861646/","",308,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,5,1
1,"J Kelly","Non-Intrusive Load Monitoring ToolKit (nilmtk)",2013,"","","","https://scholar.google.com/scholar?cites=3831584605480226533&as_sdt=2005&sciodt=0,5&hl=en",8,"2020-01-11 14:06:34","CITATION","","","",,,,,1,0.14,1,1,7
0,"E Protopapadakis, M Kaselimi, ...","Non-Intrusive Load Monitoring for Personalized Strategies Towards Energy Consumption Reduction",2019,"… on Semantic and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8864891/","",102,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,1
0,"M Jürgel","Non-Intrusive Load Monitoring in the OpenHAB smart home framework",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/9287/79b4298988e60227253916fb1a0d74d78d13.pdf","",38,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,
0,"AM Sudoso, V Piccialli","Non-Intrusive Load Monitoring with an Attention-based Deep Neural Network",2019,"arXiv preprint arXiv:1912.00759","arxiv.org","https://arxiv.org/abs/1912.00759","",184,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,1
